Type, RunNo, EvNo, E1, px1, py1, pz1, pt1, eta1, phi1, Q1, E2, px2, py2, pz2, pt2, eta2, phi2, Q2, M
GT,  140124,  1021824972,  16.9257, -1.90021, 3.10798, 16.5287, 3.64284747478, 2.21740790289, 2.119553938,  -1,  3.27057, -1.25598, 0.232297, 3.00899, 1.27728135374, 1.59229424336, 2.95870653944,  -1,  2.24703
GT,  140124,  1021893743,  17.6048, -2.5, -5.18324, 16.6373, 5.75464828618, 1.78343696122, -2.02020324114,  -1,  3.70926, 0.501051, -0.706561, 3.60516, 0.866187365021, 2.13329622203, -0.953962124596,  1,  2.41743
GT,  140124,  1021910575,  11.506, 0.744778, 2.59318, 11.1847, 2.69801348805, 2.12941785532, 1.29111767194,  -1,  6.36354, -1.29889, 0.685712, 6.19081, 1.46878050744, 2.14556466644, 2.65585813077,  1,  2.52065
GT,  140124,  1021932351,  8.00679, 1.19877, -1.22518, -7.82045, 1.71409321371, -2.22280437775, -0.796293171556,  1,  4.045, -0.594969, 0.985648, -3.87625, 1.15129930551, -1.92848274193, 2.11388237937,  -1,  2.83033
GT,  140124,  1021941232,  11.8156, 0.00901231, -2.01829, 11.6415, 2.01831012132, 2.4528940417, -1.56633103682,  1,  9.05235, 0.221437, 1.55038, 8.91522, 1.5661138175, 2.43993681946, 1.42892825875,  1,  3.55275
GT,  140124,  1021954492,  9.53916, 1.01763, -1.49474, -9.3656, 1.80826394216, -2.34701519636, -0.973067794095,  -1,  3.5874, 0.498233, 1.10695, -3.37413, 1.21390873825, -1.74633123483, 1.14786314617,  -1,  2.74912
GT,  140124,  1021963186,  8.79856, 1.00956, 1.6134, 8.5896, 1.90322645883, 2.21220246127, 1.01166902487,  -1,  5.33398, -1.25138, 1.97767, 4.79197, 2.34032701418, 1.46470673961, 2.13495263518,  -1,  2.77629
GT,  140124,  1022001234,  16.4175, -2.69131, -2.9936, -15.916, 4.02551741719, -2.08344053867, -2.3030704169,  -1,  3.37306, 0.532165, -1.04478, -3.16095, 1.17250366124, -1.71762613358, -1.09969193356,  1,  2.60128
GT,  140124,  1022055626,  7.76751, 0.650178, -2.80161, 7.21466, 2.87606502426, 1.65038990089, -1.34275999727,  1,  2.83304, -1.15153, -0.380352, 2.55818, 1.21271966456, 1.49154127704, -2.82257329407,  -1,  2.54699
GT,  140124,  1022103693,  12.8626, 3.31174, -1.54073, -12.3327, 3.65259780985, -1.93120413983, -0.435449049633,  -1,  5.69005, 0.529855, 1.22214, -5.53092, 1.33205574231, -2.13097304916, 1.16170871406,  1,  3.19918
GT,  140124,  1022103855,  9.98077, 1.3466, -1.27124, 9.8069, 1.85185925426, 2.36884077805, -0.75661901972,  1,  4.56631, -0.910926, 0.652377, 4.42546, 1.12043827479, 2.08245448307, 2.5200972103,  1,  2.91289
GT,  140124,  1022113742,  12.5667, 1.30519, 3.46228, 12.0092, 3.70012212427, 1.89338401229, 1.21029603439,  1,  4.66932, 1.66454, 0.361364, 4.34627, 1.70331363879, 1.66624658788, 0.21377812808,  -1,  2.47802
GT,  140124,  1022126568,  8.03537, -2.0451, 0.760787, -7.73271, 2.18202448872, -1.97769058374, 2.78545050147,  -1,  3.66274, -0.551188, -1.13711, -3.43623, 1.26365634705, -1.72572564611, -2.02215110928,  1,  2.28436
GG,  140124,  1022128302,  8.76083, 1.78952, 1.58271, -8.42815, 2.38900665016, -1.97335404777, 0.724147504482,  1,  9.18902, 0.204272, -1.94502, -8.97787, 1.95571722148, -2.22881044032, -1.46615683635,  -1,  3.88862
GT,  140124,  1022165574,  10.5556, 1.29623, 1.88791, 10.3036, 2.29006907778, 2.20918563279, 0.969123620067,  1,  5.18335, -1.26371, -0.353679, 5.01337, 1.3122697128, 2.05020201238, -2.86870121424,  -1,  3.27851
GT,  140124,  1022170166,  10.1511, 0.00185625, 2.372, -9.86956, 2.37200072632, -2.13300578582, 1.5700137595,  -1,  4.59085, 0.640806, -1.04554, -4.42278, 1.22628961556, -1.99461027191, -1.0209492894,  1,  3.29895
GT,  140124,  1022188512,  10.0855, -1.73523, 3.47668, -9.30633, 3.8856565694, -1.60753122484, 2.03372805451,  -1,  5.51999, -1.26991, -0.287379, -5.3632, 1.3020207747, -2.12320935657, -2.91904242082,  1,  3.02221
GT,  140124,  1022205769,  4.62498, -0.492564, 0.918828, 4.50471, 1.04252778749, 2.16975119173, 2.06288851101,  1,  5.49272, 0.695827, -0.864361, 5.37844, 1.10963739674, 2.28198748672, -0.893002522131,  -1,  2.15571
GT,  140124,  1022208805,  6.64743, -0.837477, -1.39236, 6.44493, 1.62481817294, 2.0865687659, -2.11230351386,  -1,  4.52096, -0.380773, 0.929411, 4.40671, 1.00438682013, 2.1846395239, 1.95963054297,  -1,  2.29702
GT,  140124,  1022234534,  11.1504, 1.81965, 3.80504, -10.3214, 4.21775479658, -1.62741522167, 1.12472323329,  -1,  3.16545, 0.940158, -0.14196, -3.01743, 0.950815285197, -1.87193492917, -0.149863786869,  1,  2.44647
GT,  140124,  1022244336,  10.2761, 2.09812, -0.514648, 10.0459, 2.1603171291, 2.24142230551, -0.240540898169,  1,  5.52543, -1.42765, -0.313263, 5.32756, 1.46161493892, 2.00480558356, -2.92559026892,  1,  3.49429
GT,  140124,  1022268243,  8.16986, 1.94691, -3.18434, -7.2667, 3.73235579543, -1.41965468523, -1.02203558017,  -1,  4.29759, -0.84864, -0.933199, -4.10695, 1.26136839314, -1.89641992137, -2.3087740398,  -1,  2.8137
GT,  140124,  1022274967,  9.78926, -1.39161, -1.73812, -9.53209, 2.22657574012, -2.16071614587, -2.24592795318,  1,  5.69153, -0.468329, 1.35676, -5.50656, 1.43531520923, -2.0542710181, 1.90317242417,  1,  3.14466
GT,  140124,  1022365668,  13.3312, 1.65796, 2.93436, 12.8977, 3.37035606, 2.05182783461, 1.05649774763,  1,  5.40967, 1.44757, -0.164769, 5.20872, 1.45691720021, 1.98616757112, -0.113336762296,  -1,  2.46235
GT,  140124,  1022375118,  11.6248, -0.391584, 3.09938, 11.1967, 3.12401895216, 1.98856319348, 1.69647313329,  -1,  3.79162, -0.96258, 0.0536143, 3.66549, 0.964071962856, 2.04556038937, 3.08595160564,  1,  2.23771
GT,  140124,  1022446807,  8.14535, 1.46849, 2.49853, -7.6116, 2.89812267528, -1.69317489632, 1.03943912504,  1,  4.58778, 0.741462, -0.482931, -4.5004, 0.884866231814, -2.32915988382, -0.577304470396,  1,  2.54669
GT,  140124,  1022454798,  6.24848, -1.12904, 1.42001, -5.9784, 1.81415537419, -1.90794431051, 2.24253802094,  1,  7.25115, 2.63714, -0.1994, -6.75083, 2.64466779381, -1.66659811399, -0.0754686116504,  -1,  4.05495
GT,  140124,  1022506921,  6.69484, -1.58566, -0.287508, -6.49713, 1.61151434547, -2.10237054044, -2.96222379972,  -1,  11.236, -0.886994, -2.51591, -10.9142, 2.66768841586, -2.1166113413, -1.90974456277,  1,  2.09452
GT,  140124,  1022539438,  6.72338, -2.38574, -1.22977, 6.16349, 2.68404351688, 1.56882023832, -2.6656482264,  1,  4.82185, 1.09597, 1.04794, 4.57599, 1.51635368054, 1.82404744517, 0.762998917583,  -1,  4.03228
GT,  140124,  1022542773,  14.251, -1.31035, -2.90169, -13.8904, 3.18383761813, -2.17914086114, -1.9949647876,  1,  4.50249, -2.32339, 0.811932, -3.7688, 2.46117343248, -1.21200199861, 2.80539893413,  -1,  4.71964
GT,  140124,  1022579382,  8.34289, -2.06845, 0.0516978, -8.08156, 2.06909595356, -2.07161900487, 3.11660435836,  1,  2.93781, 0.125512, 1.24448, -2.65615, 1.25079324132, -1.49757128448, 1.47028123569,  -1,  2.54971
GT,  140124,  1022585847,  10.6055, 0.140602, -2.9545, 10.1841, 2.95784366937, 1.94996536567, -1.52324310206,  1,  5.01167, 0.135567, 1.62292, 4.73851, 1.62857230048, 1.78946828968, 1.48745703883,  1,  4.40016
GT,  140124,  1022597898,  7.28679, -2.4602, 3.97678, -5.58738, 4.67625525484, -1.01266602184, 2.12480995742,  -1,  9.6962, -1.14536, 1.27661, -9.54273, 1.71510425972, -2.4174324311, 2.3020560224,  1,  4.34786
GT,  140124,  1022660760,  8.51118, -1.40361, -1.28648, -8.29481, 1.90398314659, -2.17774827226, -2.39970829977,  -1,  3.72456, 1.00117, -1.68211, -3.16691, 1.95750745107, -1.25839435856, -1.03392331483,  1,  3.06068
GT,  140124,  1022706704,  8.80192, 1.05796, -2.14211, -8.47081, 2.38912423572, -1.97816505685, -1.11205117151,  -1,  4.23728, -0.732764, 0.39748, -4.15313, 0.833626673095, -2.30890257921, 2.6445727194,  -1,  2.73996
GG,  140124,  1022794877,  12.078, 0.596303, 3.13338, -11.6487, 3.18961557123, -2.00667926721, 1.38273844699,  -1,  7.08636, -0.714163, 3.6599, -6.02498, 3.72892703074, -1.25729660134, 1.76350660595,  1,  2.95794
GT,  140124,  1022818153,  5.06047, 0.265849, -3.65152, 3.49184, 3.66118478108, 0.84828593904, -1.49811953165,  -1,  4.2147, -0.336621, -0.959245, 4.08889, 1.01659464275, 2.10006930126, -1.90829305756,  1,  2.70132
GT,  140124,  1022990656,  13.3789, 2.19675, -3.12043, -12.8227, 3.81612289469, -1.92657049126, -0.95739785143,  1,  6.07685, -1.15641, 0.970782, -5.88534, 1.50986813319, -2.06965163509, 2.44323832615,  1,  4.77839
GT,  140124,  1022993020,  7.12832, -0.392783, -4.21815, -5.73189, 4.23639798739, -1.11036295055, -1.66364594489,  1,  5.95201, -1.42064, -1.73575, -5.51219, 2.24299934732, -1.6313335443, -2.25669177761,  -1,  2.43476
GT,  140124,  1023048195,  10.7293, -1.77572, 3.14975, 10.1011, 3.61581340516, 1.75107077754, 2.08414650421,  1,  6.00903, -0.502152, -1.0318, 5.8975, 1.14750506365, 2.33941886144, -2.02372779975,  1,  3.81333
GT,  140124,  1023099596,  9.76532, -1.79238, 0.641642, 9.57737, 1.90376745443, 2.31845031854, 2.79782359458,  1,  3.07961, 0.432353, 1.4527, 2.67873, 1.51567358181, 1.3344751392, 1.28152417691,  -1,  2.9231
GT,  140124,  1023105057,  10.3191, 0.329712, 2.69029, 9.95621, 2.71041883978, 2.01227361918, 1.44884815183,  1,  4.39316, 1.56322, 0.342591, 4.08995, 1.60032039345, 1.66772380184, 0.215746321246,  -1,  2.52473
GT,  140124,  1023114512,  10.5047, -0.0587186, -2.54106, 10.192, 2.54173834168, 2.09709975952, -1.59390013068,  1,  3.27872, -1.66714, -0.120723, 2.81867, 1.67150525645, 1.29385664932, -3.06930559274,  -1,  3.26207
GT,  140124,  1023132865,  10.607, 1.21611, -2.22445, -10.299, 2.53517284117, -2.10974744415, -1.07048913275,  1,  4.35677, 1.90111, -1.44217, -3.64365, 2.38622579422, -1.20962059184, -0.648978404942,  1,  2.52083
GT,  140124,  1023143411,  7.75928, -0.70958, -1.49334, -7.58035, 1.65335057746, -2.22758894357, -2.01437769494,  1,  6.69231, 1.59087, -0.142864, -6.49804, 1.5972718865, -2.1111248868, -0.0895621932985,  -1,  2.68206
GT,  140124,  1023166254,  8.4557, -2.56222, -2.37359, 7.69992, 3.49269248811, 1.53155407867, -2.39439252625,  -1,  2.84701, -0.737548, 0.55975, 2.69017, 0.925903404683, 1.78811674797, 2.49239847957,  -1,  2.3704
GT,  140124,  1023175597,  10.3602, 2.32773, -0.236921, -10.092, 2.33975607984, -2.16801823479, -0.101432689538,  -1,  6.14311, 1.72966, 1.90227, -5.5782, 2.57106103943, -1.51701258594, 0.83288812555,  1,  2.75117
GT,  140124,  1023184230,  12.2988, -2.86564, -0.400809, -11.9531, 2.89353425141, -2.12599727301, -3.00262697636,  -1,  3.81149, 0.685262, 0.390454, -3.7275, 0.78869406918, -2.25727072825, 0.517908430779,  1,  2.98427
GT,  140124,  1023196729,  5.2733, 0.510762, -1.9136, 4.88608, 1.98059152292, 1.63489758047, -1.30996529522,  1,  6.00587, -1.37444, -1.19667, 5.72173, 1.82238975044, 1.86171700417, -2.42522597145,  1,  2.06743
GT,  140124,  1023254496,  6.39654, -1.73727, -0.526386, 6.13265, 1.81526562076, 1.93175981819, -2.84738943345,  -1,  5.13082, 0.674565, -1.40232, 4.88801, 1.55612959667, 1.86215630893, -1.12243550218,  1,  2.56436
GT,  140124,  1023279734,  8.17509, 4.06352, -5.31872, 4.69254, 6.69335321261, 0.653546699512, -0.918393134832,  1,  3.50105, 1.0708, -0.805989, 3.23264, 1.3402353928, 1.61404127128, -0.645225582836,  -1,  3.10652
GT,  140124,  1023342530,  7.80992, 1.63941, -0.162696, 7.63345, 1.64746324284, 2.23789685638, -0.0989166955513,  -1,  6.15679, -0.109965, 1.21766, 6.03325, 1.22261530206, 2.29955255076, 1.66086047458,  -1,  2.19958
GT,  140124,  1023345201,  7.1577, -1.65023, 0.856949, -6.91115, 1.85946783825, -2.02361790372, 2.66263189561,  -1,  3.60359, 0.229133, -0.854802, -3.49163, 0.884979316647, -2.08139337832, -1.30889925879,  -1,  2.35968
GT,  140124,  1023350291,  13.7487, 0.899433, 3.34739, -13.3042, 3.46612168476, -2.05474310253, 1.3082995369,  -1,  5.45567, -1.32442, 1.49416, -5.07608, 1.99664780119, -1.66282783515, 2.29604531985,  1,  2.71149
GT,  140124,  1023411622,  5.38011, 0.788896, 1.07189, 5.21183, 1.33090385487, 2.07413756836, 0.936324693162,  -1,  3.85552, -0.863797, -0.141315, 3.75336, 0.875280061714, 2.16233627854, -2.97943170398,  -1,  2.01262
GT,  140124,  1023437007,  7.36026, 0.607994, -1.71935, 7.12996, 1.82368339537, 2.07256276932, -1.23090152694,  -1,  3.95502, 1.57084, 4.28582e-05, 3.62815, 1.57084000058, 1.57413449885, 2.72836189487e-05,  1,  2.14362
GT,  140124,  1023516199,  7.80212, 1.6964, -2.59254, -7.15981, 3.09823120693, -1.57462979791, -0.991376896079,  1,  2.9719, -1.20264, -0.759398, -2.60729, 1.42233199078, -1.36640792332, -2.57837394259,  -1,  3.03379
GT,  140124,  1023566317,  12.5482, 2.13683, 2.5336, 12.1022, 3.31438854224, 2.00650557464, 0.870148304153,  -1,  3.4784, -0.891602, 0.995769, 3.20961, 1.33660391581, 1.60994441727, 2.30105884129,  1,  2.89763
GT,  140124,  1023569903,  14.0955, -2.66229, 1.92635, 13.7067, 3.28612421655, 2.13539244791, 2.51522320204,  1,  4.8296, -0.0685799, 1.81426, 4.4741, 1.8155557139, 1.63389566507, 1.60857881878,  -1,  2.4836
GT,  140124,  1023577571,  10.028, -1.00983, -1.4949, 9.86385, 1.80401846967, 2.40026645714, -2.16490091538,  -1,  3.75456, 1.12554, -1.61656, 3.1946, 1.96979860016, 1.26047583865, -0.962587369382,  1,  3.12119
GT,  140124,  1023579273,  31.3094, 2.69256, 5.9309, 30.6242, 6.51348249123, 2.25218563329, 1.14463057129,  -1,  3.59402, 1.09694, 0.399857, 3.39745, 1.16754570962, 1.78956502646, 0.349551566947,  -1,  2.51736
GT,  140124,  1023581507,  11.3372, 0.441628, -2.83784, -10.9669, 2.87199776392, -2.04974121629, -1.41641348075,  1,  3.02441, -0.871096, -0.22683, -2.88542, 0.900144482911, -1.88150508335, -2.88685361294,  -1,  2.18927
GT,  140124,  1023592942,  14.245, -2.78069, 3.29352, 13.5768, 4.31039567401, 1.86477628448, 2.27196679606,  1,  4.06246, 0.419303, 0.698795, 3.97848, 0.814941383066, 2.28901439272, 1.03034946895,  -1,  2.33683
GG,  140124,  1023595793,  9.01633, 0.409523, 2.24614, -8.72182, 2.28316753374, -2.05011889606, 1.39045419922,  -1,  4.40582, 2.00445, -0.0307582, -3.9219, 2.00468597774, -1.42394983109, -0.0153437532257,  1,  3.09114
GG,  140124,  1023621855,  6.3712, 1.30054, -0.675984, -6.19941, 1.46572803066, -2.14893988715, -0.479339636598,  1,  8.37653, -0.523927, 1.74132, -8.17609, 1.81843197391, -2.2085297459, 1.86305954803,  -1,  3.01705
GT,  140124,  1023672737,  5.48156, -1.13946, -0.0235544, 5.36073, 1.13970342693, 2.25259233483, -3.12092405107,  1,  4.08272, 0.983263, 0.171156, 3.95744, 0.998048347278, 2.08623234791, 0.172342576308,  1,  2.14499
GT,  140124,  1023684394,  5.68232, -0.0184659, -1.14963, -5.56377, 1.14977829444, -2.28036346842, -1.58685741789,  1,  5.49924, -2.168, -0.159561, -5.05022, 2.17386377511, -1.57947170583, -3.06812686273,  -1,  2.42397
GT,  140124,  1023686769,  7.56327, 1.89382, 0.71738, 7.28633, 2.02513907098, 1.99228442163, 0.362098462317,  1,  3.32387, -0.20726, -0.74397, 3.23117, 0.772300504014, 2.13835855589, -1.84249381327,  -1,  2.2509
GT,  140124,  1023686819,  18.8294, -2.0304, 3.05284, -18.4687, 3.66638189849, -2.31972918972, 2.1577035643,  1,  3.0568, 0.98192, 0.911923, -2.74538, 1.34006359712, -1.46520231834, 0.748454682523,  -1,  3.48571
GT,  140124,  1023700499,  13.9207, -7.1948, 1.23795, -11.8523, 7.30052513471, -1.26136553332, 2.9711993261,  -1,  4.90921, -0.759258, -0.547709, -4.81796, 0.936193280923, -2.34073959804, -2.51666527325,  -1,  3.59507
GT,  140124,  1023735180,  5.20021, -4.19479, 2.67042, 1.51778, 4.97266589673, 0.300673700983, 2.57469238814,  -1,  3.42444, -1.11612, -0.264285, 3.22491, 1.14698318018, 1.75713847103, -2.90908594495,  -1,  4.2304
GT,  140124,  1023737942,  19.3632, 2.60981, -5.62087, 18.3444, 6.19719999621, 1.80575640894, -1.13610849643,  -1,  4.21744, 0.972514, 0.022474, 4.10236, 0.972773643183, 2.14608309803, 0.0231050665117,  1,  2.83098
GT,  140124,  1023851124,  7.69567, -2.04464, -1.75619, 7.20745, 2.69532113962, 1.7100042004, -2.43194061161,  1,  3.84105, -1.4797, 1.02845, 3.39048, 1.80200485363, 1.38935111233, 2.53420362442,  -1,  2.79809
GT,  140124,  1023856313,  10.2565, -2.92435, -2.87513, -9.40036, 4.10099932204, -1.56716884922, -2.36468125423,  1,  5.23783, -0.638088, 0.931182, -5.11366, 1.12882957654, -2.21584687808, 2.1715509529,  1,  3.59838
GT,  140124,  1023869431,  5.06729, 0.565313, -4.85078, -1.34781, 4.88360987348, -0.272597750835, -1.45477903722,  -1,  4.929, 2.55199, -4.21481, -0.0812632, 4.92719761083, -0.0164920351844, -1.0263559669,  1,  2.44561
GT,  140124,  1023883855,  3.38912, 1.38936, -3.08142, -0.22246, 3.38015834333, -0.0657660663241, -1.14720831119,  1,  3.30401, -0.900566, 0.082317, -3.17608, 0.90432030213, -1.96904434285, 3.05044010198,  -1,  4.90044
GT,  140124,  1023898764,  7.74364, -1.02868, 1.95212, 7.42185, 2.20657087736, 1.92753531317, 2.05577491982,  1,  8.42277, 1.02485, 1.56567, 8.21159, 1.87126696957, 2.18481472409, 0.991210960509,  -1,  2.13856
GT,  140124,  1023942933,  11.8806, -2.99026, 1.9539, 11.3304, 3.57202744637, 1.87147244611, 2.56281596072,  1,  3.41603, 0.348739, 0.970822, 3.25484, 1.03155913345, 1.86643387901, 1.22593113471,  -1,  2.39287
GT,  140124,  1023948712,  5.61361, 1.34114, 0.476044, 5.42919, 1.42312135447, 2.04883537346, 0.341082004383,  1,  6.70219, 0.230289, -1.67261, 6.48518, 1.68838894678, 2.05542177322, -1.4339741292,  -1,  2.4136
GT,  140124,  1024015311,  6.5535, 3.41768, 2.26689, 5.11056, 4.10113726355, 1.04517465781, 0.585656599717,  1,  5.51733, 1.33114, -1.00536, 5.25805, 1.66813741316, 1.86546236436, -0.646860550586,  1,  3.74887
GT,  140124,  1024115671,  9.89511, -0.858696, -1.52829, -9.73802, 1.75300574572, -2.41585789138, -2.08270494297,  1,  5.42194, 0.0223207, 1.15192, -5.29706, 1.15213623329, -2.2303039356, 1.55142179812,  1,  2.778
GT,  140124,  1024142273,  17.2921, -4.62774, -0.439752, 16.6552, 4.64858680989, 1.98823611524, -3.04685191572,  1,  7.12304, -1.13933, 1.06339, 6.94965, 1.55848360306, 2.20046690723, 2.39065639861,  -1,  2.29376
GT,  140124,  1024153253,  7.3039, -2.68262, -1.78391, -6.55415, 3.22161216668, -1.45892861846, -2.55475313252,  1,  6.5294, 1.24996, -0.317473, -6.3999, 1.2896468925, -2.30506152353, -0.24872715539,  -1,  4.13331
GT,  140124,  1024216570,  21.6852, 1.79978, -3.77968, -21.277, 4.18630970555, -2.32849462185, -1.12639170028,  -1,  6.20999, 2.82903, -0.469222, -5.50719, 2.86767850816, -1.40747597876, -0.16436339498,  1,  4.61176
GT,  140124,  1024232966,  11.1485, 1.53162, 1.33579, 10.9612, 2.03228805746, 2.38683192925, 0.717208966662,  -1,  7.65744, -0.507413, 1.66412, 7.45643, 1.7397595601, 2.16181722794, 1.86675499163,  1,  2.09902
GT,  140124,  1024254705,  8.79188, -0.797386, -2.99221, -8.22781, 3.09663448232, -1.70401777414, -1.83123126381,  1,  5.29817, -0.928271, -0.274885, -5.20789, 0.968116115281, -2.38425451391, -2.85369394257,  1,  2.08794
GT,  140124,  1024262804,  5.31243, 0.735413, 1.14379, 5.13436, 1.35981169456, 2.03884785586, 0.999384968538,  1,  4.8121, -0.197225, -1.26366, 4.63782, 1.27895828557, 1.99983722342, -1.72562166737,  -1,  2.58969
GT,  140124,  1024346587,  6.52582, 0.61716, -3.12051, 5.69708, 3.18095412191, 1.3460602324, -1.37554075262,  1,  3.93167, 0.434389, 1.23449, 3.70597, 1.30868612105, 1.76387917578, 1.23245006555,  1,  4.03473
GT,  140124,  1024357274,  7.25041, 1.03827, 0.964961, 7.10972, 1.41744640972, 2.31554500948, 0.748819106564,  -1,  5.10537, -0.980221, 0.282018, 5.00132, 1.01998400045, 2.29330176442, 2.8614501784,  1,  2.10464
GG,  140124,  1024383766,  6.44808, -2.32966, -0.947375, 5.93647, 2.51492248513, 1.59413745949, -2.7553597856,  -1,  5.10408, 0.458545, -2.22988, 4.56704, 2.27653867339, 1.44637500242, -1.36798685553,  1,  3.08749
GT,  140124,  1024465247,  7.1952, 2.70485, 0.950176, -6.59853, 2.86688820038, -1.57093023486, 0.3378200374,  1,  4.73127, 0.85021, -1.21437, -4.49179, 1.48241409228, -1.82790676151, -0.959986914723,  -1,  2.55676
GT,  140124,  1024472636,  9.90998, -1.81236, 0.281568, 9.73821, 1.8341017715, 2.37140200694, 2.9874649532,  -1,  4.95065, -1.38733, -1.69526, 4.43838, 2.19056864684, 1.45526110321, -2.25663151053,  1,  2.76159
GT,  140124,  1024513755,  11.1614, -3.10566, -0.817529, -10.6889, 3.21146036897, -1.91746675382, -2.88419363969,  1,  3.29092, -0.717329, 1.33139, -2.92094, 1.51233601635, -1.41253319387, 2.0649861129,  -1,  2.96027
GT,  140124,  1024541693,  9.78667, -0.600564, 2.61071, 9.41229, 2.6788960081, 1.96942147241, 1.79690134843,  1,  7.37604, 1.66672, 1.11801, 7.09697, 2.00696335754, 1.97561081944, 0.590848019835,  -1,  2.63874
GG,  140124,  1024556770,  8.47369, -2.02909, 0.982989, 8.16755, 2.25465598312, 1.99884727394, 2.69046370902,  -1,  8.01228, -0.724321, -3.38139, 7.22683, 3.45809763355, 1.48310099039, -1.78181541602,  1,  4.63324
GT,  140124,  1024600239,  8.70248, 1.34241, -3.18305, 7.98675, 3.4545436617, 1.57503498114, -1.17169270161,  1,  4.01791, 0.971667, 0.0183222, 3.89717, 0.971839730564, 2.09715812957, 0.0188542256543,  -1,  2.28261
